,ipc_all,lag_1,lag_2,lag_3,lag_6,lag_9,lag_12,oil_cb,sugar_bol,chicken_tj,oil2_tj,oil2_bol,sugar_tj,rice4_tj,sugar_cb,rice3_po,sugar_or,sugar_sc,rice4_su,ycorn_tj,chicken_bol,papa2_tj,oil2_po,sugar_lp,papaya_tr,oil_sc,banana_co,rice_bol,milk_sc,chicken_tr,pineapple_tr,rice2_lp,rice3_su,ufv,paprika_or,squash_co,papa1_po,rice2_po,flour_lp,chicken_po,silver,chicken_lp,ycorn_sc,chicken_sc,tomato_co,libor,platano_co,sugar_po,carrot_co,tomato_tj,oil_tr,lard_lp,rice4_or,freq
2022-04-29,,0.7740003629219672,0.70154678912413,0.7403778472878653,0.4926208872231941,0.1989757956094795,0.6777911356541377,11.13,189.0,11.0,6.3,9.36,190.0,237.5,185.0,220.0,192.5,180.0,225.0,95.0,12.45,31.25,9.0,189.0,575.0,10.83,120.0,260.0,5.7,9.7,750.0,225.0,220.0,2.37991,82.22,39.69,31.25,180.0,209.56,13.35,22.7768,12.45,109.0,12.0,140.0,1.91071,100.0,190.0,56.7,44.55,10.0,232.5,271.74,day
2022-04-30,,0.7740003629219672,0.70154678912413,0.7403778472878653,0.4926208872231941,0.1989757956094795,0.6777911356541377,11.13,189.0,11.0,6.3,9.36,190.0,237.5,185.0,220.0,192.5,180.0,225.0,95.0,12.45,31.25,9.0,189.0,575.0,10.83,120.0,260.0,5.7,9.7,750.0,225.0,220.0,2.37996,82.22,39.69,31.25,180.0,209.56,13.35,22.731366666666663,12.45,109.0,12.0,140.0,1.91071,100.0,190.0,56.7,44.55,10.0,232.5,271.74,day
2022-04-30,0.8663763563491189,0.7740003629219672,0.70154678912413,0.7403778472878653,0.4926208872231941,0.1989757956094795,0.6777911356541377,10.788,189.66666666666663,11.0,6.3,9.333,190.0,237.5,185.88333333333333,232.5,191.91666666666663,178.88333333333333,225.0,95.0,11.356666666666666,31.25,9.0,189.66666666666663,575.0,10.818666666666669,120.0,259.6666666666667,5.680000000000001,10.486666666666666,750.0,220.66666666666663,220.0,2.379235,77.868,43.659,28.666666666666668,192.33333333333331,219.353,13.447666666666668,24.61385555555556,11.351,93.7,10.134333333333332,140.0,1.632669,100.0,190.0,56.802,44.55,10.0,230.30533333333327,271.74,month
2022-05-01,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,189.0,11.0,6.3,9.36,190.0,237.5,185.0,220.0,192.5,180.0,225.0,95.0,12.45,31.25,9.0,189.0,575.0,10.83,120.0,260.0,5.7,9.7,750.0,225.0,220.0,2.38001,82.22,39.69,31.25,180.0,209.56,13.35,22.68593333333333,12.45,109.0,12.0,140.0,1.91071,100.0,190.0,56.7,44.55,10.0,232.5,271.74,day
2022-05-01,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,189.42857142857144,11.0,6.3,9.36,190.0,237.5,185.64285714285717,220.0,192.5,180.0,225.0,95.0,11.994285714285713,31.25,9.0,189.42857142857144,575.0,10.83,120.0,260.0,5.7,9.7,750.0,223.57142857142856,220.0,2.3798600000000003,71.86428571428571,39.69,31.25,180.0,210.6528571428572,13.35,23.10794285714286,12.312857142857142,106.57142857142856,11.785714285714286,140.0,1.8625071428571427,100.0,190.0,58.12285714285714,44.55,10.0,232.5,271.74,week
2022-05-02,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,189.0,11.0,6.3,9.36,190.0,237.5,185.0,220.0,192.5,180.0,225.0,95.0,12.45,31.25,9.0,189.0,575.0,10.83,120.0,260.0,5.7,9.7,750.0,225.0,220.0,2.38006,82.22,39.69,31.25,180.0,209.56,13.35,22.6405,12.45,109.0,12.0,140.0,1.91071,100.0,190.0,56.7,44.55,10.0,232.5,271.74,day
2022-05-03,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,189.0,11.0,6.3,9.36,190.0,237.5,185.0,220.0,195.0,180.0,225.0,95.0,12.48,31.25,9.0,189.0,575.0,10.83,120.0,260.0,5.7,12.5,750.0,225.0,220.0,2.38011,52.73,39.69,31.25,180.0,209.56,13.35,22.4559,12.62,110.0,11.5,140.0,1.91071,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-04,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,189.0,11.0,6.3,9.36,190.0,237.5,185.0,220.0,195.0,180.0,225.0,95.0,12.5,31.25,9.0,189.0,575.0,10.83,120.0,260.0,5.7,12.5,750.0,225.0,225.0,2.38016,52.62,39.69,30.0,180.0,209.56,13.35,22.9803,12.8,110.0,12.0,140.0,1.98086,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-05,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,10.95,189.0,11.0,6.3,9.36,190.0,237.5,185.0,220.0,195.0,180.0,225.0,95.0,12.5,31.25,9.0,189.0,575.0,10.83,120.0,260.0,5.7,12.5,750.0,225.0,225.0,2.38021,49.33,39.69,28.75,180.0,209.56,13.35,22.51,12.93,110.0,12.5,140.0,2.01957,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-06,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,10.95,189.0,11.0,6.3,9.36,190.0,237.5,185.0,220.0,190.0,180.0,225.0,95.0,13.0,31.25,9.0,189.0,575.0,10.83,120.0,260.0,5.7,12.5,750.0,225.0,225.0,2.38026,49.33,39.69,28.75,180.0,209.56,13.35,22.3596,13.1,110.0,13.0,140.0,1.96457,100.0,190.0,54.43,44.55,10.0,232.5,271.74,day
2022-05-07,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,10.95,189.0,11.0,6.3,9.36,190.0,237.5,185.0,220.0,190.0,180.0,225.0,95.0,13.0,31.25,9.0,189.0,575.0,10.83,120.0,260.0,5.7,12.5,750.0,225.0,225.0,2.38031,49.33,39.69,28.75,180.0,209.56,13.35,22.1724,13.52,110.0,13.0,140.0,1.96976,100.0,190.0,54.43,44.55,10.0,232.5,271.74,day
2022-05-08,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.027142857142858,189.0,11.0,6.3,9.36,190.0,237.5,185.0,220.0,192.5,180.0,225.0,95.0,12.704285714285716,31.25,9.0,189.0,575.0,10.83,120.0,260.0,5.7,12.1,750.0,225.0,223.57142857142856,2.3802100000000004,54.98428571428571,39.69,29.642857142857142,180.0,209.56,13.35,22.443414285714287,12.991428571428573,109.85714285714286,12.428571428571429,140.0,1.96159,100.0,190.0,56.794285714285714,44.55,10.0,232.5,271.74,week
2022-05-08,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,10.95,189.0,11.0,6.3,9.36,190.0,237.5,185.0,220.0,190.0,180.0,225.0,95.0,13.0,31.25,9.0,189.0,575.0,10.83,120.0,260.0,5.7,12.5,750.0,225.0,225.0,2.38036,49.33,39.69,28.75,180.0,209.56,13.35,21.9852,13.52,110.0,13.0,140.0,1.97495,100.0,190.0,54.43,44.55,10.0,232.5,271.74,day
2022-05-09,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,10.95,189.0,11.0,6.3,9.36,190.0,237.5,185.0,220.0,190.0,180.0,257.5,95.0,13.0,31.25,9.0,189.0,575.0,10.83,120.0,260.0,5.7,12.5,750.0,225.0,225.0,2.38041,41.96,39.69,30.0,180.0,209.56,13.35,21.798,13.77,110.0,13.0,140.0,1.98014,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-10,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,10.95,189.0,11.0,6.3,9.36,190.0,237.5,185.0,220.0,190.0,180.0,257.5,95.0,13.03,31.25,9.0,189.0,575.0,10.83,120.0,260.0,5.7,12.5,700.0,225.0,225.0,2.38046,55.68,39.69,30.0,180.0,209.56,13.75,21.2645,13.82,110.0,13.0,140.0,1.98014,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-11,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,10.95,189.0,11.0,6.3,9.36,190.0,237.5,185.0,230.0,190.0,180.0,257.5,95.0,13.1,31.25,9.0,189.0,575.0,10.83,120.0,260.0,5.7,12.5,700.0,225.0,225.0,2.38052,54.21,39.69,28.75,180.0,209.56,13.75,21.5727,13.85,110.0,13.0,140.0,1.932,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-12,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,10.95,189.0,11.0,6.3,9.36,190.0,237.5,185.0,230.0,190.0,180.0,257.5,95.0,13.12,31.25,9.0,189.0,575.0,10.83,120.0,260.0,5.7,13.0,700.0,210.0,225.0,2.38058,54.21,39.69,28.75,180.0,209.56,13.75,20.6791,13.95,110.0,13.0,140.0,1.96271,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-13,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,10.95,187.67,11.0,6.3,9.36,190.0,237.5,185.0,230.0,190.0,180.0,257.5,95.0,13.12,31.25,9.0,187.67,575.0,10.83,120.0,260.0,5.7,13.0,700.0,210.0,225.0,2.38064,59.19,39.69,28.75,180.0,209.56,13.75,21.1144,13.9,110.0,12.5,140.0,1.995,100.0,190.0,51.03,44.55,10.0,232.5,271.74,day
2022-05-14,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,10.95,187.67,11.0,6.3,9.36,190.0,237.5,180.0,230.0,190.0,180.0,257.5,95.0,13.0,31.25,9.0,187.67,575.0,10.83,120.0,260.0,5.7,13.0,700.0,210.0,225.0,2.3807,67.36,39.69,28.75,180.0,209.56,13.75,21.2831,13.68,110.0,12.5,140.0,1.995,100.0,190.0,51.03,44.55,10.0,232.5,271.74,day
2022-05-15,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,10.95,188.43,11.0,6.3,9.36,190.0,237.5,183.57142857142856,227.14285714285717,190.0,180.0,257.5,95.0,13.052857142857144,31.25,9.0,188.43,575.0,10.83,120.0,260.0,5.7,12.785714285714286,707.1428571428571,216.42857142857144,225.0,2.3805814285714284,57.13857142857143,39.69,29.107142857142858,180.0,209.56,13.69285714285714,21.309085714285715,13.80714285714286,110.0,12.785714285714286,140.0,1.9771414285714288,100.0,190.0,55.69285714285714,44.55,10.0,232.5,271.74,week
2022-05-15,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,10.95,187.67,11.0,6.3,9.36,190.0,237.5,180.0,230.0,190.0,180.0,257.5,95.0,13.0,31.25,9.0,187.67,575.0,10.83,120.0,260.0,5.7,13.0,700.0,210.0,225.0,2.38076,67.36,39.69,28.75,180.0,209.56,13.75,21.4518,13.68,110.0,12.5,140.0,1.995,100.0,190.0,51.03,44.55,10.0,232.5,271.74,day
2022-05-16,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,187.67,11.0,6.3,9.36,190.0,237.5,180.0,230.0,190.0,175.0,257.5,95.0,12.92,31.25,9.0,187.67,575.0,10.83,120.0,260.0,5.7,13.0,700.0,210.0,225.0,2.38082,46.83,39.69,28.75,180.0,209.56,13.75,21.6205,13.4,110.0,12.0,140.0,1.995,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-17,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,187.67,11.0,6.3,9.36,190.0,237.5,180.0,230.0,190.0,180.0,257.5,95.0,13.0,31.25,9.0,187.67,575.0,10.83,120.0,260.0,5.7,13.0,700.0,210.0,225.0,2.38088,69.06,39.69,28.75,180.0,209.56,13.75,21.6343,13.27,110.0,11.5,140.0,2.017,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-18,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,187.67,11.0,6.3,9.36,190.0,237.5,180.0,230.0,190.0,180.0,257.5,95.0,12.9,31.25,9.0,187.67,575.0,10.83,120.0,260.0,5.7,13.0,700.0,210.0,225.0,2.38094,69.06,39.69,28.75,180.0,209.56,13.75,21.423,12.53,110.0,11.0,140.0,2.00514,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-19,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,187.67,11.0,6.3,9.36,190.0,237.5,180.0,230.0,190.0,180.0,257.5,95.0,12.65,31.25,9.0,187.67,575.0,10.83,120.0,260.0,5.7,13.0,700.0,210.0,225.0,2.381,43.09,39.69,28.75,180.0,209.56,13.75,21.9275,12.53,110.0,11.5,140.0,2.03314,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-20,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,187.67,11.0,6.3,9.36,190.0,237.5,181.5,230.0,190.0,180.0,257.5,95.0,12.35,31.25,9.0,187.67,575.0,10.83,120.0,260.0,5.7,13.0,700.0,210.0,225.0,2.38106,54.21,39.69,28.75,180.0,209.56,13.75,21.775,12.35,110.0,10.5,140.0,2.06557,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-21,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,185.0,11.0,6.3,9.36,190.0,237.5,181.5,230.0,190.0,180.0,257.5,95.0,12.25,31.25,9.0,185.0,575.0,10.83,120.0,260.0,5.7,13.0,700.0,210.0,225.0,2.38112,56.7,39.69,28.75,180.0,209.56,12.25,21.7815,12.32,110.0,10.5,140.0,2.06557,100.0,190.0,51.03,44.55,10.0,232.5,271.74,day
2022-05-22,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,185.0,11.0,6.3,9.36,190.0,237.5,181.5,230.0,190.0,180.0,257.5,95.0,12.25,31.25,9.0,185.0,575.0,10.83,120.0,260.0,5.7,13.0,700.0,210.0,225.0,2.38118,56.7,39.69,28.75,180.0,209.56,12.25,21.788,12.32,110.0,10.5,140.0,2.06557,100.0,190.0,51.03,44.55,10.0,232.5,271.74,day
2022-05-22,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,186.90714285714284,11.0,6.3,9.36,190.0,237.5,180.64285714285717,230.0,190.0,179.28571428571428,257.5,95.0,12.617142857142856,31.25,9.0,186.90714285714284,575.0,10.83,120.0,260.0,5.7,13.0,700.0,210.0,225.0,2.381,56.52142857142858,39.69,28.75,180.0,209.56,13.321428571428571,21.707114285714283,12.674285714285714,110.0,11.071428571428571,140.0,2.035284285714286,100.0,190.0,56.85857142857143,44.55,10.0,232.5,271.74,week
2022-05-23,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,185.0,11.0,6.3,9.36,190.0,237.5,181.5,230.0,190.0,180.0,257.5,95.0,11.77,31.25,9.0,185.0,575.0,10.83,120.0,260.0,5.7,11.5,700.0,210.0,225.0,2.38124,54.21,39.69,30.0,180.0,209.56,12.25,21.7945,12.13,110.0,10.5,140.0,2.06557,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-24,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.5,31.25,9.0,185.0,575.0,11.25,120.0,260.0,5.7,11.5,700.0,210.0,225.0,2.3813,64.07,39.69,32.5,180.0,224.89,12.25,22.1167,11.82,110.0,10.0,140.0,2.06186,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-25,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.82,31.25,9.0,185.0,575.0,11.25,120.0,260.0,5.7,11.5,700.0,210.0,225.0,2.38136,64.07,39.69,32.5,180.0,224.89,12.25,21.989,11.82,110.0,10.0,140.0,2.07114,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-26,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.77,31.25,9.0,185.0,575.0,11.25,120.0,265.0,5.7,11.5,700.0,210.0,225.0,2.38142,64.07,39.69,33.75,180.0,224.89,12.25,22.0142,11.77,110.0,10.0,140.0,2.07571,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-27,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.6,31.25,9.0,185.0,575.0,11.25,120.0,265.0,5.7,11.5,700.0,210.0,225.0,2.38148,57.95,39.69,33.75,180.0,222.33,12.0,22.1133,11.6,110.0,10.0,140.0,2.08614,100.0,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-28,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.6,31.25,9.0,185.0,575.0,11.25,120.0,265.0,5.7,11.5,700.0,210.0,225.0,2.38154,59.19,39.69,33.75,180.0,222.33,12.0,22.066866666666662,11.6,110.0,10.0,140.0,2.08614,100.0,190.0,51.03,44.55,10.0,232.5,271.74,day
2022-05-29,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,185.0,11.0,6.3,9.437142857142858,190.0,237.5,182.3571428571429,230.0,190.0,175.71428571428572,257.5,95.0,11.665714285714284,31.25,9.0,185.0,575.0,11.19,120.0,262.85714285714283,5.7,11.5,700.0,210.0,225.0,2.38142,60.392857142857146,39.69,32.857142857142854,180.0,221.60285714285715,12.142857142857142,22.016428571428573,11.762857142857143,110.0,10.071428571428571,140.0,2.0761,100.0,190.0,56.85857142857143,44.55,10.0,232.5,271.74,week
2022-05-29,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.6,31.25,9.0,185.0,575.0,11.25,120.0,265.0,5.7,11.5,700.0,210.0,225.0,2.3816,59.19,39.69,33.75,180.0,222.33,12.0,22.020433333333333,11.6,110.0,10.0,140.0,2.08614,100.0,190.0,51.03,44.55,10.0,232.5,271.74,day
2022-05-30,,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.5,31.25,9.0,185.0,575.0,11.25,120.0,265.0,5.7,11.5,700.0,210.0,225.0,2.38166,66.57,39.69,33.75,180.0,230.0,12.0,21.974,11.28,110.0,10.0,140.0,2.08614,83.33,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-05-31,1.414448638550159,0.8663763563491189,0.7740003629219672,0.70154678912413,0.9586743082884208,0.17708010272246,0.5365088464933887,11.066129032258065,187.2374193548387,11.0,6.3,9.383225806451613,190.0,237.5,182.93548387096772,226.7741935483871,190.7258064516129,178.5483870967742,249.1129032258065,95.0,12.442903225806452,31.25,9.0,187.2374193548387,575.0,10.938387096774193,120.0,260.96774193548384,5.7,12.206451612903225,714.516129032258,215.32258064516128,224.51612903225808,2.380834516129032,58.82225806451613,39.69,30.36290322580645,180.0,213.59806451612903,13.061290322580644,21.888459139784946,12.700967741935484,109.93548387096774,11.5,140.0,2.013436129032258,98.92451612903226,190.0,56.72612903225807,44.55,10.0,232.5,271.74,month
2022-05-31,,1.414448638550159,0.8663763563491189,0.7740003629219672,0.9009504586919848,0.9905461291284334,0.1871366138451513,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,192.5,175.0,257.5,95.0,11.5,31.25,9.0,185.0,575.0,11.25,120.0,265.0,5.7,11.5,700.0,210.0,225.0,2.38172,71.44,39.69,33.75,180.0,230.0,12.0,21.55,11.35,110.0,10.0,140.0,2.06886,83.33,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-06-01,,1.414448638550159,0.8663763563491189,0.7740003629219672,0.9009504586919848,0.9905461291284334,0.1871366138451513,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.5,31.25,9.0,185.0,575.0,11.25,120.0,265.0,5.7,11.5,700.0,210.0,225.0,2.38178,78.93,39.69,33.75,180.0,230.0,12.0,21.8323,11.42,110.0,10.0,140.0,2.10929,83.33,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-06-02,,1.414448638550159,0.8663763563491189,0.7740003629219672,0.9009504586919848,0.9905461291284334,0.1871366138451513,11.13,186.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.15,31.25,9.0,185.0,400.0,11.25,120.0,268.75,5.7,11.1,700.0,210.0,225.0,2.38184,78.93,39.69,33.75,180.0,230.0,11.7,22.3068,11.55,110.0,10.0,140.0,2.10929,83.33,190.0,59.19,44.55,11.25,232.5,271.74,day
2022-06-03,,1.414448638550159,0.8663763563491189,0.7740003629219672,0.9009504586919848,0.9905461291284334,0.1871366138451513,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.25,31.25,9.0,185.0,400.0,11.25,120.0,268.75,5.7,11.18,700.0,210.0,225.0,2.3819,78.93,39.69,33.75,180.0,230.0,11.7,21.9255,11.55,110.0,10.0,140.0,2.10929,83.33,190.0,59.19,44.55,11.25,232.5,271.74,day
2022-06-04,,1.414448638550159,0.8663763563491189,0.7740003629219672,0.9009504586919848,0.9905461291284334,0.1871366138451513,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.5,31.25,9.0,185.0,450.0,11.25,120.0,270.0,5.7,11.5,700.0,210.0,225.0,2.38196,78.93,39.69,33.75,180.0,230.0,11.7,21.9745,11.55,109.0,10.5,140.0,2.135526666666667,83.33,190.0,51.03,44.55,10.0,232.5,271.74,day
2022-06-05,,1.414448638550159,0.8663763563491189,0.7740003629219672,0.9009504586919848,0.9905461291284334,0.1871366138451513,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.5,31.25,9.0,185.0,450.0,11.25,120.0,270.0,5.7,11.5,700.0,210.0,225.0,2.38202,78.93,39.69,33.75,180.0,230.0,11.7,22.0235,11.55,109.0,10.5,140.0,2.161763333333333,83.33,190.0,51.03,44.55,10.0,232.5,271.74,day
2022-06-05,,1.414448638550159,0.8663763563491189,0.7740003629219672,0.9009504586919848,0.9905461291284334,0.1871366138451513,11.13,185.14285714285717,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.3571428571429,175.0,257.5,95.0,11.414285714285716,31.25,9.0,185.0,489.2857142857143,11.25,120.0,267.5,5.7,11.397142857142857,700.0,210.0,225.0,2.38184,76.09428571428573,39.69,33.75,180.0,230.0,11.828571428571427,21.940942857142858,11.464285714285714,109.71428571428572,10.142857142857142,140.0,2.1114514285714288,83.33,190.0,56.85857142857143,44.55,10.357142857142858,232.5,271.74,week
2022-06-06,,1.414448638550159,0.8663763563491189,0.7740003629219672,0.9009504586919848,0.9905461291284334,0.1871366138451513,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.5,31.25,9.0,185.0,450.0,11.25,120.0,270.0,5.7,11.5,700.0,210.0,225.0,2.38208,78.93,39.69,35.0,190.0,232.56,11.7,22.0725,11.5,110.0,10.5,140.0,2.188,83.33,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-06-07,,1.414448638550159,0.8663763563491189,0.7740003629219672,0.9009504586919848,0.9905461291284334,0.1871366138451513,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.47,31.25,9.0,180.0,450.0,11.25,120.0,270.0,5.7,11.5,700.0,210.0,225.0,2.38214,78.93,39.69,35.0,190.0,232.56,11.7,22.235,11.35,110.0,10.0,140.0,2.188,83.33,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-06-08,,1.414448638550159,0.8663763563491189,0.7740003629219672,0.9009504586919848,0.9905461291284334,0.1871366138451513,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.5,31.25,9.0,182.5,450.0,11.25,120.0,270.0,5.7,11.5,700.0,210.0,225.0,2.3822,78.93,39.69,35.0,190.0,230.0,11.7,22.0521,11.65,110.0,10.0,140.0,2.23843,83.33,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-06-09,,1.414448638550159,0.8663763563491189,0.7740003629219672,0.9009504586919848,0.9905461291284334,0.1871366138451513,11.13,185.0,11.0,6.3,9.45,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.5,31.25,9.0,182.5,450.0,11.25,120.0,270.0,5.7,11.5,700.0,210.0,225.0,2.38226,69.06,39.69,35.0,190.0,235.11,11.7,21.6917,11.95,110.0,10.0,140.0,2.26643,83.33,190.0,59.19,44.55,10.0,232.5,271.74,day
2022-06-10,,1.414448638550159,0.8663763563491189,0.7740003629219672,0.9009504586919848,0.9905461291284334,0.1871366138451513,11.13,185.0,11.0,6.3,9.54,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.5,31.25,9.0,185.0,450.0,11.25,120.0,270.0,5.7,11.5,700.0,210.0,225.0,2.38232,73.94,39.69,35.63,190.0,237.67,11.7,21.8895,11.8,110.0,10.0,140.0,2.31157,83.33,190.0,51.03,44.55,10.0,232.5,271.74,day
2022-06-11,,1.414448638550159,0.8663763563491189,0.7740003629219672,0.9009504586919848,0.9905461291284334,0.1871366138451513,11.13,185.0,11.0,6.3,9.54,190.0,237.5,182.5,230.0,190.0,175.0,257.5,95.0,11.5,31.25,9.0,185.0,450.0,11.25,120.0,270.0,5.7,11.5,700.0,210.0,225.0,2.38241,78.93,39.69,35.63,190.0,237.67,11.7,21.61906666666667,11.73,110.0,10.0,140.0,2.31157,83.33,190.0,51.03,44.55,10.0,232.5,271.74,day
